Week,Year,State,Prevalence
2,2016,ME,Regional
1,2016,AK,Sporadic
1,2016,OR,Local Activity
1,2016,WA,Sporadic
1,2016,ID,Sporadic
1,2016,GU,Regional
1,2016,HI,Sporadic
1,2016,CA,Regional
1,2016,NV,Local Activity
1,2016,AZ,Regional
1,2016,UT,Local Activity
1,2016,CO,Sporadic
1,2016,WY,Sporadic
1,2016,MT,Sporadic
1,2016,SD,Sporadic
1,2016,ND,Sporadic
1,2016,KS,Sporadic
1,2016,NE,Sporadic
1,2016,MO,Sporadic
1,2016,IA,Regional
1,2016,NM,Local Activity
1,2016,TX,Local Activity
1,2016,OK,Local Activity
1,2016,LA,Sporadic
1,2016,AR,Sporadic
1,2016,MN,Sporadic
1,2016,WI,Sporadic
1,2016,MI,Sporadic
1,2016,IL,Sporadic
1,2016,IN,Local Activity
1,2016,OH,Sporadic
1,2016,MS,Sporadic
1,2016,AL,No Activity
1,2016,TN,No Activity
1,2016,KY,Local Activity
1,2016,FL,Sporadic
1,2016,GA,Sporadic
1,2016,SC,Sporadic
1,2016,NC,Regional
1,2016,WV,Sporadic
1,2016,VA,Regional
1,2016,DC,No Activity
1,2016,MD,Local Activity
1,2016,DE,Sporadic
1,2016,PA,Regional
1,2016,VI,Sporadic
1,2016,PR,Regional
1,2016,NJ,Local Activity
1,2016,NY,Sporadic
1,2016,CT,Regional
1,2016,RI,Sporadic
1,2016,MA,Regional
1,2016,VT,Local Activity
1,2016,NH,Regional
1,2016,ME,Sporadic
52,2015,AK,Sporadic
52,2015,OR,Local Activity
52,2015,WA,Sporadic
52,2015,ID,Sporadic
52,2015,GU,Widespread
52,2015,HI,Sporadic
52,2015,CA,Local Activity
52,2015,NV,Local Activity
52,2015,AZ,Local Activity
52,2015,UT,Local Activity
52,2015,CO,Sporadic
52,2015,WY,Sporadic
52,2015,MT,Sporadic
52,2015,SD,Sporadic
52,2015,ND,Local Activity
52,2015,KS,Sporadic
52,2015,NE,Sporadic
52,2015,MO,Sporadic
52,2015,IA,Regional
52,2015,NM,Local Activity
52,2015,TX,Local Activity
52,2015,OK,Local Activity
52,2015,LA,Sporadic
52,2015,AR,Sporadic
52,2015,MN,Sporadic
52,2015,WI,Sporadic
52,2015,MI,Sporadic
52,2015,IL,Sporadic
52,2015,IN,Sporadic
52,2015,OH,Sporadic
52,2015,MS,No Activity
52,2015,AL,No Activity
52,2015,TN,Sporadic
52,2015,KY,Local Activity
52,2015,FL,Sporadic
52,2015,GA,Sporadic
52,2015,SC,Sporadic
52,2015,NC,Widespread
52,2015,WV,Sporadic
52,2015,VA,Regional
52,2015,DC,No Activity
52,2015,MD,Widespread
52,2015,DE,Sporadic
52,2015,PA,Regional
52,2015,VI,Sporadic
52,2015,PR,No Report
52,2015,NJ,Local Activity
52,2015,NY,Sporadic
52,2015,CT,Regional
52,2015,RI,Sporadic
52,2015,MA,Regional
52,2015,VT,Local Activity
52,2015,NH,Regional
52,2015,ME,Local Activity
51,2015,AK,Sporadic
51,2015,OR,Local Activity
51,2015,WA,Sporadic
51,2015,ID,Sporadic
51,2015,GU,Widespread
51,2015,HI,Sporadic
51,2015,CA,Sporadic
51,2015,NV,Local Activity
51,2015,AZ,Local Activity
51,2015,UT,Local Activity
51,2015,CO,Sporadic
51,2015,WY,Sporadic
51,2015,MT,Sporadic
51,2015,SD,Sporadic
51,2015,ND,Sporadic
51,2015,KS,Sporadic
51,2015,NE,Sporadic
51,2015,MO,Sporadic
51,2015,IA,Local Activity
51,2015,NM,Local Activity
51,2015,TX,Local Activity
51,2015,OK,Sporadic
51,2015,LA,Sporadic
51,2015,AR,Sporadic
51,2015,MN,Local Activity
51,2015,WI,Sporadic
51,2015,MI,Sporadic
51,2015,IL,Sporadic
51,2015,IN,Local Activity
51,2015,OH,Sporadic
51,2015,MS,No Activity
51,2015,AL,Sporadic
51,2015,TN,No Activity
51,2015,KY,Local Activity
51,2015,FL,Sporadic
51,2015,GA,Sporadic
51,2015,SC,Sporadic
51,2015,NC,Widespread
51,2015,WV,Sporadic
51,2015,VA,Regional
51,2015,DC,No Activity
51,2015,MD,Regional
51,2015,DE,Sporadic
51,2015,PA,Regional
51,2015,VI,No Report
51,2015,PR,No Report
51,2015,NJ,Local Activity
51,2015,NY,Sporadic
51,2015,CT,Local Activity
51,2015,RI,No Activity
51,2015,MA,Regional
51,2015,VT,Sporadic
51,2015,NH,Regional
51,2015,ME,Sporadic
50,2015,AK,Sporadic
50,2015,OR,Local Activity
50,2015,WA,Sporadic
50,2015,ID,Local Activity
50,2015,GU,Regional
50,2015,HI,Sporadic
50,2015,CA,Sporadic
50,2015,NV,Local Activity
50,2015,AZ,Local Activity
50,2015,UT,Sporadic
50,2015,CO,Sporadic
50,2015,WY,Sporadic
50,2015,MT,Sporadic
50,2015,SD,Sporadic
50,2015,ND,Sporadic
50,2015,KS,Sporadic
50,2015,NE,Sporadic
50,2015,MO,Sporadic
50,2015,IA,Local Activity
50,2015,NM,Local Activity
50,2015,TX,Local Activity
50,2015,OK,Sporadic
50,2015,LA,Sporadic
50,2015,AR,Sporadic
50,2015,MN,Regional
50,2015,WI,Sporadic
50,2015,MI,Sporadic
50,2015,IL,No Activity
50,2015,IN,Local Activity
50,2015,OH,Sporadic
50,2015,MS,No Activity
50,2015,AL,Local Activity
50,2015,TN,Sporadic
50,2015,KY,Regional
50,2015,FL,Sporadic
50,2015,GA,Sporadic
50,2015,SC,Sporadic
50,2015,NC,Regional
50,2015,WV,Sporadic
50,2015,VA,Local Activity
50,2015,DC,Sporadic
50,2015,MD,Regional
50,2015,DE,No Activity
50,2015,PA,Regional
50,2015,VI,Local Activity
50,2015,PR,Regional
50,2015,NJ,Local Activity
50,2015,NY,Sporadic
50,2015,CT,Local Activity
50,2015,RI,No Activity
50,2015,MA,Local Activity
50,2015,VT,Sporadic
50,2015,NH,Local Activity
50,2015,ME,Sporadic
49,2015,AK,Sporadic
49,2015,OR,Sporadic
49,2015,WA,Sporadic
49,2015,ID,Local Activity
49,2015,GU,Widespread
49,2015,HI,Sporadic
49,2015,CA,Sporadic
49,2015,NV,Local Activity
49,2015,AZ,Local Activity
49,2015,UT,Local Activity
49,2015,CO,Sporadic
49,2015,WY,Sporadic
49,2015,MT,Sporadic
49,2015,SD,Sporadic
49,2015,ND,Sporadic
49,2015,KS,Sporadic
49,2015,NE,Sporadic
49,2015,MO,Sporadic
49,2015,IA,Local Activity
49,2015,NM,Sporadic
49,2015,TX,Local Activity
49,2015,OK,Sporadic
49,2015,LA,Sporadic
49,2015,AR,Sporadic
49,2015,MN,Sporadic
49,2015,WI,Sporadic
49,2015,MI,Sporadic
49,2015,IL,Sporadic
49,2015,IN,Sporadic
49,2015,OH,Sporadic
49,2015,MS,No Activity
49,2015,AL,Local Activity
49,2015,TN,Sporadic
49,2015,KY,Local Activity
49,2015,FL,Sporadic
49,2015,GA,Sporadic
49,2015,SC,Sporadic
49,2015,NC,Local Activity
49,2015,WV,Sporadic
49,2015,VA,Sporadic
49,2015,DC,Sporadic
49,2015,MD,Regional
49,2015,DE,No Activity
49,2015,PA,Sporadic
49,2015,VI,Sporadic
49,2015,PR,Regional
49,2015,NJ,Local Activity
49,2015,NY,Sporadic
49,2015,CT,Local Activity
49,2015,RI,No Activity
49,2015,MA,Local Activity
49,2015,VT,Sporadic
49,2015,NH,Regional
49,2015,ME,Sporadic
48,2015,AK,Sporadic
48,2015,OR,Local Activity
48,2015,WA,Sporadic
48,2015,ID,Sporadic
48,2015,GU,Widespread
48,2015,HI,Sporadic
48,2015,CA,Sporadic
48,2015,NV,Local Activity
48,2015,AZ,Sporadic
48,2015,UT,Sporadic
48,2015,CO,Sporadic
48,2015,WY,Sporadic
48,2015,MT,Sporadic
48,2015,SD,Sporadic
48,2015,ND,Sporadic
48,2015,KS,Sporadic
48,2015,NE,Sporadic
48,2015,MO,Sporadic
48,2015,IA,Local Activity
48,2015,NM,Sporadic
48,2015,TX,Local Activity
48,2015,OK,Sporadic
48,2015,LA,Sporadic
48,2015,AR,Sporadic
48,2015,MN,Sporadic
48,2015,WI,Sporadic
48,2015,MI,Sporadic
48,2015,IL,Sporadic
48,2015,IN,Sporadic
48,2015,OH,Sporadic
48,2015,MS,No Activity
48,2015,AL,No Activity
48,2015,TN,Sporadic
48,2015,KY,Local Activity
48,2015,FL,Sporadic
48,2015,GA,Sporadic
48,2015,SC,Sporadic
48,2015,NC,Local Activity
48,2015,WV,Sporadic
48,2015,VA,Sporadic
48,2015,DC,No Activity
48,2015,MD,Local Activity
48,2015,DE,Sporadic
48,2015,PA,Sporadic
48,2015,VI,Sporadic
48,2015,PR,Regional
48,2015,NJ,Sporadic
48,2015,NY,Sporadic
48,2015,CT,Local Activity
48,2015,RI,No Activity
48,2015,MA,Local Activity
48,2015,VT,Sporadic
48,2015,NH,Local Activity
48,2015,ME,Sporadic
47,2015,AK,Sporadic
47,2015,OR,Local Activity
47,2015,WA,Sporadic
47,2015,ID,Sporadic
47,2015,GU,Widespread
47,2015,HI,Sporadic
47,2015,CA,Sporadic
47,2015,NV,Sporadic
47,2015,AZ,Sporadic
47,2015,UT,Local Activity
47,2015,CO,Sporadic
47,2015,WY,Sporadic
47,2015,MT,Sporadic
47,2015,SD,Sporadic
47,2015,ND,Sporadic
47,2015,KS,Sporadic
47,2015,NE,Sporadic
47,2015,MO,Sporadic
47,2015,IA,Local Activity
47,2015,NM,Sporadic
47,2015,TX,Sporadic
47,2015,OK,Sporadic
47,2015,LA,Sporadic
47,2015,AR,Sporadic
47,2015,MN,Sporadic
47,2015,WI,Sporadic
47,2015,MI,Sporadic
47,2015,IL,Sporadic
47,2015,IN,Sporadic
47,2015,OH,Sporadic
47,2015,MS,No Activity
47,2015,AL,No Activity
47,2015,TN,No Activity
47,2015,KY,Sporadic
47,2015,FL,Sporadic
47,2015,GA,Sporadic
47,2015,SC,Sporadic
47,2015,NC,Local Activity
47,2015,WV,Sporadic
47,2015,VA,No Activity
47,2015,DC,Sporadic
47,2015,MD,Local Activity
47,2015,DE,Sporadic
47,2015,PA,Sporadic
47,2015,VI,Sporadic
47,2015,PR,Regional
47,2015,NJ,Sporadic
47,2015,NY,Sporadic
47,2015,CT,Sporadic
47,2015,RI,No Activity
47,2015,MA,Local Activity
47,2015,VT,Sporadic
47,2015,NH,Local Activity
47,2015,ME,Sporadic
46,2015,AK,Sporadic
46,2015,OR,Sporadic
46,2015,WA,Sporadic
46,2015,ID,Sporadic
46,2015,GU,Widespread
46,2015,HI,Local Activity
46,2015,CA,Sporadic
46,2015,NV,Sporadic
46,2015,AZ,Sporadic
46,2015,UT,Local Activity
46,2015,CO,Sporadic
46,2015,WY,Sporadic
46,2015,MT,Sporadic
46,2015,SD,Sporadic
46,2015,ND,Sporadic
46,2015,KS,No Activity
46,2015,NE,Sporadic
46,2015,MO,Sporadic
46,2015,IA,Local Activity
46,2015,NM,Sporadic
46,2015,TX,Sporadic
46,2015,OK,Sporadic
46,2015,LA,Sporadic
46,2015,AR,Sporadic
46,2015,MN,Sporadic
46,2015,WI,Sporadic
46,2015,MI,Sporadic
46,2015,IL,Sporadic
46,2015,IN,Sporadic
46,2015,OH,Sporadic
46,2015,MS,No Activity
46,2015,AL,No Activity
46,2015,TN,Sporadic
46,2015,KY,Local Activity
46,2015,FL,Sporadic
46,2015,GA,Sporadic
46,2015,SC,Sporadic
46,2015,NC,Sporadic
46,2015,WV,Sporadic
46,2015,VA,Sporadic
46,2015,DC,No Activity
46,2015,MD,No Activity
46,2015,DE,No Activity
46,2015,PA,Sporadic
46,2015,VI,No Activity
46,2015,PR,Regional
46,2015,NJ,Sporadic
46,2015,NY,Sporadic
46,2015,CT,Sporadic
46,2015,RI,No Activity
46,2015,MA,Sporadic
46,2015,VT,Sporadic
46,2015,NH,Local Activity
46,2015,ME,Sporadic
45,2015,AK,Sporadic
45,2015,OR,Local Activity
45,2015,WA,Sporadic
45,2015,ID,Sporadic
45,2015,GU,Widespread
45,2015,HI,Local Activity
45,2015,CA,Sporadic
45,2015,NV,Sporadic
45,2015,AZ,Sporadic
45,2015,UT,Sporadic
45,2015,CO,Sporadic
45,2015,WY,Sporadic
45,2015,MT,Sporadic
45,2015,SD,Sporadic
45,2015,ND,Sporadic
45,2015,KS,No Activity
45,2015,NE,Sporadic
45,2015,MO,Sporadic
45,2015,IA,Local Activity
45,2015,NM,Sporadic
45,2015,TX,Sporadic
45,2015,OK,Sporadic
45,2015,LA,Sporadic
45,2015,AR,Sporadic
45,2015,MN,Sporadic
45,2015,WI,Sporadic
45,2015,MI,Sporadic
45,2015,IL,Sporadic
45,2015,IN,Sporadic
45,2015,OH,Sporadic
45,2015,MS,No Activity
45,2015,AL,No Activity
45,2015,TN,Sporadic
45,2015,KY,Sporadic
45,2015,FL,Sporadic
45,2015,GA,Sporadic
45,2015,SC,Sporadic
45,2015,NC,Sporadic
45,2015,WV,Sporadic
45,2015,VA,No Activity
45,2015,DC,No Activity
45,2015,MD,Sporadic
45,2015,DE,No Activity
45,2015,PA,Sporadic
45,2015,VI,No Activity
45,2015,PR,Regional
45,2015,NJ,Sporadic
45,2015,NY,Sporadic
45,2015,CT,Sporadic
45,2015,RI,No Activity
45,2015,MA,Sporadic
45,2015,VT,Sporadic
45,2015,NH,Local Activity
45,2015,ME,Sporadic
44,2015,AK,Sporadic
44,2015,OR,Local Activity
44,2015,WA,Sporadic
44,2015,ID,No Activity
44,2015,GU,Widespread
44,2015,HI,Local Activity
44,2015,CA,Sporadic
44,2015,NV,Sporadic
44,2015,AZ,Sporadic
44,2015,UT,Sporadic
44,2015,CO,Sporadic
44,2015,WY,Sporadic
44,2015,MT,Sporadic
44,2015,SD,Sporadic
44,2015,ND,Sporadic
44,2015,KS,No Activity
44,2015,NE,Sporadic
44,2015,MO,Sporadic
44,2015,IA,Local Activity
44,2015,NM,Sporadic
44,2015,TX,Sporadic
44,2015,OK,Sporadic
44,2015,LA,Sporadic
44,2015,AR,Sporadic
44,2015,MN,Sporadic
44,2015,WI,Sporadic
44,2015,MI,Sporadic
44,2015,IL,Sporadic
44,2015,IN,No Activity
44,2015,OH,Sporadic
44,2015,MS,No Activity
44,2015,AL,Sporadic
44,2015,TN,No Activity
44,2015,KY,Sporadic
44,2015,FL,Sporadic
44,2015,GA,Sporadic
44,2015,SC,Sporadic
44,2015,NC,Sporadic
44,2015,WV,Sporadic
44,2015,VA,No Activity
44,2015,DC,Sporadic
44,2015,MD,Sporadic
44,2015,DE,Sporadic
44,2015,PA,Sporadic
44,2015,VI,No Activity
44,2015,PR,Regional
44,2015,NJ,Sporadic
44,2015,NY,Sporadic
44,2015,CT,Sporadic
44,2015,RI,No Activity
44,2015,MA,Local Activity
44,2015,VT,Sporadic
44,2015,NH,Sporadic
44,2015,ME,Sporadic
43,2015,AK,Sporadic
43,2015,OR,Sporadic
43,2015,WA,Sporadic
43,2015,ID,No Activity
43,2015,GU,Regional
43,2015,HI,Sporadic
43,2015,CA,Sporadic
43,2015,NV,Sporadic
43,2015,AZ,Sporadic
43,2015,UT,Sporadic
43,2015,CO,Sporadic
43,2015,WY,Sporadic
43,2015,MT,Sporadic
43,2015,SD,Sporadic
43,2015,ND,Sporadic
43,2015,KS,No Activity
43,2015,NE,Sporadic
43,2015,MO,Sporadic
43,2015,IA,Local Activity
43,2015,NM,Sporadic
43,2015,TX,Sporadic
43,2015,OK,Sporadic
43,2015,LA,Sporadic
43,2015,AR,Sporadic
43,2015,MN,Sporadic
43,2015,WI,Sporadic
43,2015,MI,Sporadic
43,2015,IL,No Activity
43,2015,IN,Sporadic
43,2015,OH,Sporadic
43,2015,MS,No Activity
43,2015,AL,Sporadic
43,2015,TN,Sporadic
43,2015,KY,Sporadic
43,2015,FL,Sporadic
43,2015,GA,Local Activity
43,2015,SC,Sporadic
43,2015,NC,Sporadic
43,2015,WV,Sporadic
43,2015,VA,No Activity
43,2015,DC,No Activity
43,2015,MD,No Activity
43,2015,DE,No Activity
43,2015,PA,Sporadic
43,2015,VI,No Activity
43,2015,PR,Sporadic
43,2015,NJ,Sporadic
43,2015,NY,Sporadic
43,2015,CT,Sporadic
43,2015,RI,Sporadic
43,2015,MA,Sporadic
43,2015,VT,Sporadic
43,2015,NH,No Activity
43,2015,ME,Sporadic
42,2015,AK,Sporadic
42,2015,OR,Local Activity
42,2015,WA,Sporadic
42,2015,ID,Sporadic
42,2015,GU,Regional
42,2015,HI,Regional
42,2015,CA,Sporadic
42,2015,NV,Sporadic
42,2015,AZ,Sporadic
42,2015,UT,Sporadic
42,2015,CO,Sporadic
42,2015,WY,Sporadic
42,2015,MT,Sporadic
42,2015,SD,No Activity
42,2015,ND,Sporadic
42,2015,KS,No Activity
42,2015,NE,Sporadic
42,2015,MO,Sporadic
42,2015,IA,Local Activity
42,2015,NM,Sporadic
42,2015,TX,Sporadic
42,2015,OK,Local Activity
42,2015,LA,Sporadic
42,2015,AR,Sporadic
42,2015,MN,Sporadic
42,2015,WI,Sporadic
42,2015,MI,Sporadic
42,2015,IL,No Activity
42,2015,IN,Sporadic
42,2015,OH,Sporadic
42,2015,MS,No Activity
42,2015,AL,Local Activity
42,2015,TN,Sporadic
42,2015,KY,Sporadic
42,2015,FL,Sporadic
42,2015,GA,Sporadic
42,2015,SC,Local Activity
42,2015,NC,Sporadic
42,2015,WV,Sporadic
42,2015,VA,No Activity
42,2015,DC,No Activity
42,2015,MD,No Activity
42,2015,DE,Sporadic
42,2015,PA,No Activity
42,2015,VI,No Activity
42,2015,PR,Sporadic
42,2015,NJ,Sporadic
42,2015,NY,Sporadic
42,2015,CT,Sporadic
42,2015,RI,Sporadic
42,2015,MA,Local Activity
42,2015,VT,Sporadic
42,2015,NH,No Activity
42,2015,ME,Sporadic
41,2015,AK,Sporadic
41,2015,OR,Local Activity
41,2015,WA,Sporadic
41,2015,ID,No Activity
41,2015,GU,Widespread
41,2015,HI,Local Activity
41,2015,CA,Sporadic
41,2015,NV,No Activity
41,2015,AZ,Sporadic
41,2015,UT,Sporadic
41,2015,CO,No Activity
41,2015,WY,Sporadic
41,2015,MT,Sporadic
41,2015,SD,Sporadic
41,2015,ND,Sporadic
41,2015,KS,No Activity
41,2015,NE,No Activity
41,2015,MO,Sporadic
41,2015,IA,Sporadic
41,2015,NM,No Activity
41,2015,TX,Sporadic
41,2015,OK,Local Activity
41,2015,LA,Sporadic
41,2015,AR,Sporadic
41,2015,MN,Sporadic
41,2015,WI,Sporadic
41,2015,MI,Sporadic
41,2015,IL,No Activity
41,2015,IN,No Activity
41,2015,OH,Sporadic
41,2015,MS,No Activity
41,2015,AL,No Activity
41,2015,TN,No Activity
41,2015,KY,Sporadic
41,2015,FL,Sporadic
41,2015,GA,Sporadic
41,2015,SC,Sporadic
41,2015,NC,No Activity
41,2015,WV,Sporadic
41,2015,VA,No Activity
41,2015,DC,No Activity
41,2015,MD,No Activity
41,2015,DE,Sporadic
41,2015,PA,No Activity
41,2015,VI,No Activity
41,2015,PR,Sporadic
41,2015,NJ,No Activity
41,2015,NY,Sporadic
41,2015,CT,Sporadic
41,2015,RI,No Activity
41,2015,MA,Local Activity
41,2015,VT,Sporadic
41,2015,NH,Sporadic
41,2015,ME,Sporadic
40,2015,AK,Sporadic
40,2015,OR,Sporadic
40,2015,WA,Sporadic
40,2015,ID,No Activity
40,2015,GU,Widespread
40,2015,HI,Regional
40,2015,CA,Sporadic
40,2015,NV,No Activity
40,2015,AZ,Sporadic
40,2015,UT,Sporadic
40,2015,CO,No Activity
40,2015,WY,Sporadic
40,2015,MT,Sporadic
40,2015,SD,No Activity
40,2015,ND,Sporadic
40,2015,KS,No Activity
40,2015,NE,No Activity
40,2015,MO,Sporadic
40,2015,IA,No Activity
40,2015,NM,No Activity
40,2015,TX,Sporadic
40,2015,OK,Local Activity
40,2015,LA,Sporadic
40,2015,AR,No Activity
40,2015,MN,Sporadic
40,2015,WI,Sporadic
40,2015,MI,Sporadic
40,2015,IL,No Activity
40,2015,IN,No Activity
40,2015,OH,Sporadic
40,2015,MS,No Activity
40,2015,AL,No Activity
40,2015,TN,No Activity
40,2015,KY,Sporadic
40,2015,FL,Sporadic
40,2015,GA,Sporadic
40,2015,SC,Sporadic
40,2015,NC,Sporadic
40,2015,WV,Sporadic
40,2015,VA,No Activity
40,2015,DC,No Report
40,2015,MD,No Activity
40,2015,DE,No Activity
40,2015,PA,No Activity
40,2015,VI,No Activity
40,2015,PR,Sporadic
40,2015,NJ,No Activity
40,2015,NY,Sporadic
40,2015,CT,Sporadic
40,2015,RI,No Activity
40,2015,MA,Sporadic
40,2015,VT,Sporadic
40,2015,NH,No Activity
40,2015,ME,Sporadic
